mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_copy_X,param_fit_intercept,param_n_jobs,param_normalize,param_positive,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.012436771392822265,0.020873117448261057,0.0010005474090576173,1.3787109656144105e-06,True,True,,True,False,"{'copy_X': True, 'fit_intercept': True, 'n_jobs': None, 'normalize': True, 'positive': False}",0.42955642865857757,0.5225982811135659,0.4826783998252703,0.4265082749941945,0.5502492259658611,0.4823181221114939,0.049266197765632194,1
