mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_dual,param_fit_intercept,param_intercept_scaling,param_l1_ratio,param_max_iter,param_multi_class,param_n_jobs,param_penalty,param_random_state,param_solver,param_tol,param_warm_start,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.024198150634765624,0.0014692772964116326,0.0014014720916748046,0.0004891624964070642,1.0,False,True,1.0,,100,auto,,l2,,lbfgs,0.0001,False,"{'C': 1.0, 'dual': False, 'fit_intercept': True, 'intercept_scaling': 1.0, 'l1_ratio': None, 'max_iter': 100, 'multi_class': 'auto', 'n_jobs': None, 'penalty': 'l2', 'random_state': None, 'solver': 'lbfgs', 'tol': 0.0001, 'warm_start': False}",0.9534883720930233,0.9647058823529412,0.9647058823529412,0.8941176470588236,0.9176470588235294,0.9389329685362517,0.028290807472848435,1
